,fechaHora,ultimoPrecio
0,2021-06-29 17:00:01.710,783.15
1,2021-06-28 17:00:03.613,807.0
2,2021-06-25 17:00:02.397,831.65
3,2021-06-24 17:00:03.497,871.4
4,2021-06-23 17:00:03.290,857.65
5,2021-06-22 17:00:03.330,874.3
6,2021-06-18 17:00:03.230,847.95
7,2021-06-17 17:00:02.933,861.35
8,2021-06-16 16:59:01.953,896.0
9,2021-06-15 17:00:03.543,894.85
10,2021-06-14 17:00:01.853,891.15
11,2021-06-11 17:00:02.567,878.95
12,2021-06-10 17:00:01.670,932.15
13,2021-06-09 16:59:31.213,910.5
14,2021-06-08 17:00:03.613,909.1
15,2021-06-07 17:00:04.670,950.05
16,2021-06-04 17:00:02.527,888.25
17,2021-06-03 17:07:46.143,850.95
18,2021-06-02 17:00:03.563,816.5
19,2021-06-01 17:00:01.870,800.3
20,2021-05-31 17:00:02.990,749.95
21,2021-05-28 17:00:01.973,762.6
22,2021-05-27 17:00:03.637,746.55
23,2021-05-26 17:01:00.000,740.2
24,2021-05-21 17:00:01.743,734.25
25,2021-05-20 17:00:01.993,744.1
26,2021-05-19 17:00:02.810,735.9
27,2021-05-18 17:00:01.670,752.5
28,2021-05-17 17:00:02.590,741.45
29,2021-05-14 17:00:03.130,702.8
30,2021-05-13 17:00:01.767,664.55
31,2021-05-12 17:00:03.407,644.35
32,2021-05-11 17:00:02.260,611.35
33,2021-05-10 17:00:03.293,633.05
34,2021-05-07 17:00:02.757,619.2
35,2021-05-06 17:00:02.753,595.2
36,2021-05-05 17:00:03.297,603.0
37,2021-05-04 17:00:02.077,581.75
38,2021-05-03 17:00:02.557,587.75
39,2021-04-30 17:00:03.533,590.1
40,2021-04-29 17:00:03.190,620.2
41,2021-04-28 17:00:03.850,616.3
42,2021-04-27 17:00:03.613,594.2
43,2021-04-26 17:00:03.397,579.5
44,2021-04-23 17:00:02.343,571.7
45,2021-04-22 17:00:02.867,573.55
46,2021-04-21 17:00:03.230,584.4
47,2021-04-20 17:00:02.560,573.5
48,2021-04-19 17:00:03.213,590.3
49,2021-04-16 17:00:03.103,591.3
50,2021-04-15 17:00:02.953,586.0
51,2021-04-14 17:00:02.743,588.2
52,2021-04-13 17:00:02.753,588.4
53,2021-04-12 17:00:03.123,593.15
54,2021-04-09 17:00:02.813,604.25
55,2021-04-08 17:00:02.430,625.5
56,2021-04-07 17:00:03.223,639.95
57,2021-04-06 17:00:02.803,646.6
58,2021-04-05 17:00:00.033,606.2
59,2021-03-31 17:00:02.317,598.1
60,2021-03-30 17:00:02.957,597.4
61,2021-03-29 17:00:03.477,591.35
62,2021-03-26 17:00:03.040,596.1
63,2021-03-25 17:00:02.883,601.05
64,2021-03-23 17:00:02.583,618.3
65,2021-03-22 17:00:02.907,647.7
66,2021-03-19 17:00:02.760,656.1
67,2021-03-18 17:00:03.000,650.95
68,2021-03-17 17:00:02.950,675.75
69,2021-03-16 17:00:04.433,651.9
70,2021-03-15 17:00:15.710,673.4
71,2021-03-12 17:00:05.587,656.45
72,2021-03-11 17:00:05.847,652.9
73,2021-03-10 17:00:05.707,644.8
74,2021-03-09 17:00:05.597,609.95
75,2021-03-08 17:00:06.263,609.25
76,2021-03-05 17:00:05.133,637.3
77,2021-03-04 17:00:05.163,646.15
78,2021-03-03 17:00:05.120,610.7
79,2021-03-02 17:00:05.167,611.55
80,2021-03-01 17:00:05.120,642.05
81,2021-02-26 17:00:05.167,639.05
82,2021-02-25 17:00:05.117,646.4
83,2021-02-24 16:56:51.660,637.0
84,2021-02-23 17:00:05.343,592.55
85,2021-02-22 17:00:05.373,613.25
86,2021-02-19 17:00:05.583,640.7
87,2021-02-18 17:00:05.140,672.4
88,2021-02-17 17:00:05.117,708.65
89,2021-02-12 17:09:32.883,684.95
90,2021-02-11 17:00:05.117,676.85
91,2021-02-10 17:00:05.240,689.0
92,2021-02-09 17:00:05.157,700.8
93,2021-02-08 17:00:05.140,688.8
94,2021-02-05 17:00:05.127,641.5
95,2021-02-04 17:00:05.137,655.05
96,2021-02-03 17:00:05.143,646.9
97,2021-02-02 17:00:05.107,618.75
98,2021-02-01 17:05:14.037,626.15
99,2021-01-29 17:00:05.090,588.25
100,2021-01-28 17:00:05.090,612.5
